code,year,plot ,quad,trt,tree,spp,mass
1,2007,1,A,UN,T,BOX,1.451
2,2007,1,A,UN,T,ER,0.291
3,2007,1,A,UN,T,EV,2.798
4,2007,1,A,UN,T,F15,0.228
5,2007,1,A,UN,T,G2,0.113
6,2007,1,A,UN,T,HPASP,3.792
7,2007,1,A,UN,T,J,0.191
8,2007,1,A,UN,T,MERC,0.007
9,2007,1,A,UN,T,PAN,2.285
10,2007,1,A,UN,T,PL,0.231
11,2007,1,A,UN,T,PT,13.512
12,2007,1,A,UN,T,S,2.929
13,2007,1,A,UN,T,S2,0.079
14,2007,1,B,UN,T,EV,0.575
15,2007,1,B,UN,T,F17,0.025
16,2007,1,B,UN,T,G1 ,0.01
17,2007,1,B,UN,T,G5,0.263
18,2007,1,B,UN,T,G7,0.041
19,2007,1,B,UN,T,HPASP,1.26
20,2007,1,B,UN,T,PAN,3.25
21,2007,1,B,UN,T,PASP,0.36
22,2007,1,B,UN,T,PT,11.87
23,2007,1,B,UN,T,S,0.75
24,2007,1,B,UN,T,V,0.286
25,2007,1,C,UN,T,BOX,2.075
26,2007,1,C,UN,T,EV,1.925
27,2007,1,C,UN,T,F18,0.622
28,2007,1,C,UN,T,HPASP,2.691
29,2007,1,C,UN,T,J,0.891
30,2007,1,C,UN,T,MERC,0.049
31,2007,1,C,UN,T,PAN,0.556
32,2007,1,C,UN,T,PASP,3.559
33,2007,1,C,UN,T,PC,0.096
34,2007,1,C,UN,T,PT,9.942
35,2007,1,C,UN,T,S,0.927
36,2007,1,C,UN,T,V,0.792
37,2007,1,D,UN,T,BOX,0.761
38,2007,1,D,UN,T,EV,0.967
39,2007,1,D,UN,T,F25,0.459
40,2007,1,D,UN,T,G1,0.038
41,2007,1,D,UN,T,G12,0.082
42,2007,1,D,UN,T,G2,0.111
43,2007,1,D,UN,T,G5,0.236
44,2007,1,D,UN,T,HPASP,0.462
45,2007,1,D,UN,T,J,0.119
46,2007,1,D,UN,T,LA,0.111
47,2007,1,D,UN,T,PAN,3.705
48,2007,1,D,UN,T,PASP,0.996
49,2007,1,D,UN,T,PL,0.008
50,2007,1,D,UN,T,PT,13.33
51,2007,1,D,UN,T,S,4.422
52,2007,1,D,UN,T,SOLAN,0.266
53,2007,1,D,UN,T,V,0.043
54,2007,1,E,UN,T,EV,0.427
55,2007,1,E,UN,T,G12,0.098
56,2007,1,E,UN,T,G2,0.198
57,2007,1,E,UN,T,HPASP,0.812
58,2007,1,E,UN,T,J,1.539
59,2007,1,E,UN,T,PAN,1.142
60,2007,1,E,UN,T,PASP,0.112
61,2007,1,E,UN,T,PT,20.25
62,2007,1,E,UN,T,S,4.914
63,2007,1,E,UN,T,V,0.222
64,2007,1,F,UN,T,BOX,0.56
65,2007,1,F,UN,T,ER,0.072
66,2007,1,F,UN,T,EV,0.769
67,2007,1,F,UN,T,G5,0.082
68,2007,1,F,UN,T,HAST,6.263
69,2007,1,F,UN,T,HPASP,1.68
70,2007,1,F,UN,T,J,0.943
71,2007,1,F,UN,T,MERC,0.113
72,2007,1,F,UN,T,PAN,1.271
73,2007,1,F,UN,T,PT,28.79
74,2007,1,F,UN,T,PV,0.641
75,2007,1,F,UN,T,S,2.706
76,2007,1,F,UN,T,S2,0.314
77,2007,1,F,UN,T,V,0.146
78,2007,2,A,UN,T,API,0.019
79,2007,2,A,UN,T,BOX,0.416
80,2007,2,A,UN,T,EV,1.654
81,2007,2,A,UN,T,F17,0.009
82,2007,2,A,UN,T,F3,0.013
83,2007,2,A,UN,T,G1,1.192
84,2007,2,A,UN,T,G5,0.213
85,2007,2,A,UN,T,LA,1.032
86,2007,2,A,UN,T,MERC,0.024
87,2007,2,A,UN,T,PAN,8.86
88,2007,2,A,UN,T,PASP,9.099
89,2007,2,A,UN,T,PC,1.26
90,2007,2,A,UN,T,PL,0.889
91,2007,2,A,UN,T,PV,1.532
92,2007,2,A,UN,T,S,3.193
93,2007,2,A,UN,T,SEN,2.242
94,2007,2,A,UN,T,STJ,0.02
95,2007,2,A,UN,T,SYC,0.086
96,2007,2,A,UN,T,V,0.371
97,2007,2,B,UN,T,API,0.006
98,2007,2,B,UN,T,AST,2.345
99,2007,2,B,UN,T,BOX,2.923
100,2007,2,B,UN,T,F1,0.102
101,2007,2,B,UN,T,F17,0.01
102,2007,2,B,UN,T,G12,0.197
103,2007,2,B,UN,T,G2,0.063
104,2007,2,B,UN,T,HPASP,0.252
105,2007,2,B,UN,T,J,0.784
106,2007,2,B,UN,T,PAN,12.054
107,2007,2,B,UN,T,PASP,3.917
108,2007,2,B,UN,T,PC,0.527
109,2007,2,B,UN,T,PL,0.073
110,2007,2,B,UN,T,PT,4.173
111,2007,2,B,UN,T,PV,1.618
112,2007,2,B,UN,T,S,3.997
113,2007,2,B,UN,T,V,1.09
114,2007,2,C,UN,T,API,1.03
115,2007,2,C,UN,T,BOX,0.577
116,2007,2,C,UN,T,EV,8.28
117,2007,2,C,UN,T,F14,0.668
118,2007,2,C,UN,T,F17,0.037
119,2007,2,C,UN,T,F3,0.068
120,2007,2,C,UN,T,F4,0.084
121,2007,2,C,UN,T,G5,0.073
122,2007,2,C,UN,T,J,0.271
123,2007,2,C,UN,T,PAN,7.39
124,2007,2,C,UN,T,PASP,13.24
125,2007,2,C,UN,T,PT,2.658
126,2007,2,C,UN,T,PV,0.541
127,2007,2,C,UN,T,S,2.991
128,2007,2,C,UN,T,V,0.033
129,2007,2,D,UN,T,API,0.386
130,2007,2,D,UN,T,EV,0.328
131,2007,2,D,UN,T,F1,0.032
132,2007,2,D,UN,T,F17,0.082
133,2007,2,D,UN,T,F8,1.477
134,2007,2,D,UN,T,G2,0.936
135,2007,2,D,UN,T,G7,0.096
136,2007,2,D,UN,T,J,1.991
137,2007,2,D,UN,T,PAN,1.93
138,2007,2,D,UN,T,PASP,2.003
139,2007,2,D,UN,T,PL ,0.263
140,2007,2,D,UN,T,PV,0.177
141,2007,2,D,UN,T,S,3.621
142,2007,2,D,UN,T,V,1.834
143,2007,2,E,UN,T,BOX,0.268
144,2007,2,E,UN,T,EV,4.66
145,2007,2,E,UN,T,F1,0.01
146,2007,2,E,UN,T,F2 ,0.721
147,2007,2,E,UN,T,F4,0.18
148,2007,2,E,UN,T,F5,0.121
149,2007,2,E,UN,T,G1,0.177
150,2007,2,E,UN,T,G7,0.036
151,2007,2,E,UN,T,LA,1.322
152,2007,2,E,UN,T,MERC,0.013
153,2007,2,E,UN,T,PAN,2.506
154,2007,2,E,UN,T,PASP,1.166
155,2007,2,E,UN,T,PV,0.736
156,2007,2,E,UN,T,S,1.718
157,2007,2,E,UN,T,SEN,6.389
158,2007,2,E,UN,T,STJ,0.03
159,2007,2,E,UN,T,V,2.367
160,2007,2,F,UN,T,API,0.063
161,2007,2,F,UN,T,AST,6.24
162,2007,2,F,UN,T,BOX,1.149
163,2007,2,F,UN,T,EV,0.875
164,2007,2,F,UN,T,F1,0.039
165,2007,2,F,UN,T,F2,0.245
166,2007,2,F,UN,T,F2P,0.141
167,2007,2,F,UN,T,F4,0.188
168,2007,2,F,UN,T,G14,0.669
169,2007,2,F,UN,T,HPASP,0.772
170,2007,2,F,UN,T,J,0.352
171,2007,2,F,UN,T,LA,0.258
172,2007,2,F,UN,T,MERC,0.01
173,2007,2,F,UN,T,OX,0.005
174,2007,2,F,UN,T,PAN,2.907
175,2007,2,F,UN,T,PASP,4.587
176,2007,2,F,UN,T,PC,0.782
177,2007,2,F,UN,T,PL,3.022
178,2007,2,F,UN,T,PV,0.626
179,2007,2,F,UN,T,S,2.191
180,2007,2,F,UN,T,SET,0.412
181,2007,2,F,UN,T,SYC,0.085
182,2007,2,F,UN,T,V,0.62
183,2007,3,A,UN,T,BOX,0.272
184,2007,3,A,UN,T,CORNUS,1.516
185,2007,3,A,UN,T,ER,0.313
186,2007,3,A,UN,T,F1,0.019
187,2007,3,A,UN,T,F25,0.073
188,2007,3,A,UN,T,F3,0.027
189,2007,3,A,UN,T,G2,0.071
190,2007,3,A,UN,T,G5,0.096
191,2007,3,A,UN,T,J,0.859
192,2007,3,A,UN,T,LA,5.403
193,2007,3,A,UN,T,PAN,0.472
194,2007,3,A,UN,T,PASP,0.159
195,2007,3,A,UN,T,PT,0.926
196,2007,3,A,UN,T,PV,0.029
197,2007,3,A,UN,T,S,0.759
198,2007,3,A,UN,T,S2,0.387
199,2007,3,A,UN,T,SEN,4.661
200,2007,3,A,UN,T,V,0.311
201,2007,3,B,UN,T,ASC,0.25
202,2007,3,B,UN,T,BOX,0.393
203,2007,3,B,UN,T,ER,0.459
204,2007,3,B,UN,T,EV,2.773
205,2007,3,B,UN,T,F1,0.012
206,2007,3,B,UN,T,F17,0.005
207,2007,3,B,UN,T,F18,0.186
208,2007,3,B,UN,T,G14,1.666
209,2007,3,B,UN,T,G2,0.484
210,2007,3,B,UN,T,G5,0.008
211,2007,3,B,UN,T,G7,0.584
212,2007,3,B,UN,T,HPASP,0.966
213,2007,3,B,UN,T,J,0.532
214,2007,3,B,UN,T,LA,6.122
215,2007,3,B,UN,T,LN,0.074
216,2007,3,B,UN,T,PAN,4.717
217,2007,3,B,UN,T,PASP,3.195
218,2007,3,B,UN,T,PL,0.009
219,2007,3,B,UN,T,PQ,0.121
220,2007,3,B,UN,T,PT,3.851
221,2007,3,B,UN,T,PV,0.029
222,2007,3,B,UN,T,S,5.381
223,2007,3,B,UN,T,S2,0.935
224,2007,3,B,UN,T,SOLAN,0.166
225,2007,3,B,UN,T,STJ,0.135
226,2007,3,B,UN,T,V,0.288
227,2007,3,C,UN,T,AST,27.72
228,2007,3,C,UN,T,BOX,0.106
229,2007,3,C,UN,T,BPASP,2.553
230,2007,3,C,UN,T,ER,5.269
231,2007,3,C,UN,T,EV,0.429
232,2007,3,C,UN,T,F1,0.022
233,2007,3,C,UN,T,F11,0.028
234,2007,3,C,UN,T,F18,0.342
235,2007,3,C,UN,T,G1,0.139
236,2007,3,C,UN,T,G7,0.708
237,2007,3,C,UN,T,LN,0.139
238,2007,3,C,UN,T,PAN,3.761
239,2007,3,C,UN,T,PASP,0.792
240,2007,3,C,UN,T,PC,0.57
241,2007,3,C,UN,T,PL,0.131
242,2007,3,C,UN,T,PV,0.521
243,2007,3,C,UN,T,S,2.537
244,2007,3,C,UN,T,S2,0.687
245,2007,3,C,UN,T,SOLAN,0.172
246,2007,3,C,UN,T,V,3.939
247,2007,3,D,UN,T,AST ,1.112
248,2007,3,D,UN,T,AST2,7.86
249,2007,3,D,UN,T,ER,0.379
250,2007,3,D,UN,T,EV,0.891
251,2007,3,D,UN,T,F1,0.061
252,2007,3,D,UN,T,F18,0.16
253,2007,3,D,UN,T,F4,0.206
254,2007,3,D,UN,T,F6,0.756
255,2007,3,D,UN,T,G2,0.741
256,2007,3,D,UN,T,G7,0.44
257,2007,3,D,UN,T,J,2.199
258,2007,3,D,UN,T,LA,0.307
259,2007,3,D,UN,T,MERC,0.09
260,2007,3,D,UN,T,PAN,2.414
261,2007,3,D,UN,T,PASP,3.549
262,2007,3,D,UN,T,PL,0.275
263,2007,3,D,UN,T,PT,0.434
264,2007,3,D,UN,T,PV,0.013
265,2007,3,D,UN,T,S,2.37
266,2007,3,D,UN,T,S2,0.816
267,2007,3,D,UN,T,TUL,0.197
268,2007,3,D,UN,T,V,0.394
269,2007,3,E,UN,T,AST,3.537
270,2007,3,E,UN,T,BOX,0.401
271,2007,3,E,UN,T,ER,2.38
272,2007,3,E,UN,T,F1,0.007
273,2007,3,E,UN,T,F3,0.028
274,2007,3,E,UN,T,F4,0.023
275,2007,3,E,UN,T,G2,0.196
276,2007,3,E,UN,T,HSOL,1.171
277,2007,3,E,UN,T,J,0.712
278,2007,3,E,UN,T,MERC,0.058
279,2007,3,E,UN,T,PAN,3.183
280,2007,3,E,UN,T,PASP,0.144
281,2007,3,E,UN,T,PC,0.266
282,2007,3,E,UN,T,PT,0.328
283,2007,3,E,UN,T,PV,1.177
284,2007,3,E,UN,T,S,3.18
285,2007,3,E,UN,T,S2,0.808
286,2007,3,E,UN,T,SPICE,0.18
287,2007,3,E,UN,T,STJ,0.072
288,2007,3,E,UN,T,V,1.574
289,2007,3,F,UN,T,BOX,0.151
290,2007,3,F,UN,T,ER,0.07
291,2007,3,F,UN,T,F1,0.102
292,2007,3,F,UN,T,F11,0.013
293,2007,3,F,UN,T,G1,0.686
294,2007,3,F,UN,T,G2,1.022
295,2007,3,F,UN,T,G7,0.441
296,2007,3,F,UN,T,J,1.547
297,2007,3,F,UN,T,LN,0.115
298,2007,3,F,UN,T,OX,0.016
299,2007,3,F,UN,T,PAN,5.82
300,2007,3,F,UN,T,PASP,4.725
301,2007,3,F,UN,T,PV,0.182
302,2007,3,F,UN,T,S,2.297
303,2007,3,F,UN,T,S2,0.995
304,2007,3,F,UN,T,V,0.512
305,2007,4,A,UN,T,AST,56.78
306,2007,4,A,UN,T,BIND,1.018
307,2007,4,A,UN,T,F11,0.13
308,2007,4,A,UN,T,G2,0.01
309,2007,4,A,UN,T,G3,0.068
310,2007,4,A,UN,T,G7,0.878
311,2007,4,A,UN,T,LN,0.282
312,2007,4,A,UN,T,POLY,2.149
313,2007,4,A,UN,T,SOLAN,40.7
314,2007,4,B,UN,T,BOX,3.1
315,2007,4,B,UN,T,F11,0.995
316,2007,4,B,UN,T,G3,0.198
317,2007,4,B,UN,T,G7,4.117
318,2007,4,B,UN,T,HPOLY,2.041
319,2007,4,B,UN,T,S,2.882
320,2007,4,B,UN,T,S2,0.19
321,2007,4,C,UN,T,EV,0.11
322,2007,4,C,UN,T,G3,0.288
323,2007,4,C,UN,T,G7,0.373
324,2007,4,C,UN,T,HORSE,14.38
325,2007,4,C,UN,T,HPOLY,0.448
326,2007,4,C,UN,T,S,0.127
327,2007,4,C,UN,T,S2,0.639
328,2007,4,D,UN,T,BOX,5.627
329,2007,4,D,UN,T,ER,0.091
330,2007,4,D,UN,T,EV,3.117
331,2007,4,D,UN,T,G3,0.194
332,2007,4,D,UN,T,G7,4.331
333,2007,4,D,UN,T,LN,0.1
334,2007,4,E,UN,T,BPASP,23.34
335,2007,4,E,UN,T,G13,12.7
336,2007,4,E,UN,T,G3,2.864
337,2007,4,E,UN,T,POLY,1.719
338,2007,4,E,UN,T,VIT,2.547
339,2007,4,F,UN,T,BOX,1.049
340,2007,4,F,UN,T,F11,0.087
341,2007,4,F,UN,T,G1,0.02
342,2007,4,F,UN,T,G3,0.982
343,2007,4,F,UN,T,G7,0.147
344,2007,4,F,UN,T,G8,8.35
345,2007,5,A,UN,T,AMB,2.83
346,2007,5,A,UN,T,EV,0.742
347,2007,5,A,UN,T,EV,0.188
348,2007,5,A,UN,T,F17,0.411
349,2007,5,A,UN,T,G5,0.075
350,2007,5,A,UN,T,J,0.058
351,2007,5,A,UN,T,LA,0.139
352,2007,5,A,UN,T,PAN,8.458
353,2007,5,A,UN,T,PASP,0.952
354,2007,5,A,UN,T,PC,1.274
355,2007,5,A,UN,T,PL,0.021
356,2007,5,A,UN,T,PT,0.265
357,2007,5,A,UN,T,PV,0.013
358,2007,5,A,UN,T,S,9.625
359,2007,5,A,UN,T,SET,0.038
360,2007,5,A,UN,T,V,2.762
361,2007,5,B,UN,T,BOX,0.04
362,2007,5,B,UN,T,ER,1.145
363,2007,5,B,UN,T,F25,15.67
364,2007,5,B,UN,T,G1,0.084
365,2007,5,B,UN,T,G5,0.004
366,2007,5,B,UN,T,HPASP,0.123
367,2007,5,B,UN,T,LA,0.146
368,2007,5,B,UN,T,MERC,0.096
369,2007,5,B,UN,T,PAN,5.458
370,2007,5,B,UN,T,PASP,3.147
371,2007,5,B,UN,T,PT,2.869
372,2007,5,B,UN,T,S,8.06
373,2007,5,B,UN,T,SASS,1.159
374,2007,5,B,UN,T,V,2.962
375,2007,5,C,UN,T,ASH,0.155
376,2007,5,C,UN,T,BOX,0.137
377,2007,5,C,UN,T,ER,0.026
378,2007,5,C,UN,T,F17,0.033
379,2007,5,C,UN,T,F21,0.024
380,2007,5,C,UN,T,F3,0.015
381,2007,5,C,UN,T,F6,1.008
382,2007,5,C,UN,T,G2,0.036
383,2007,5,C,UN,T,G7,0.82
384,2007,5,C,UN,T,HAST,12.56
385,2007,5,C,UN,T,HPASP,0.463
386,2007,5,C,UN,T,J,0.508
387,2007,5,C,UN,T,LA,0.866
388,2007,5,C,UN,T,MERC,0.296
389,2007,5,C,UN,T,PAN,8.94
390,2007,5,C,UN,T,PASP,0.945
391,2007,5,C,UN,T,PC,0.346
392,2007,5,C,UN,T,PT,2.674
393,2007,5,C,UN,T,PV,1.606
394,2007,5,C,UN,T,S,5.446
395,2007,5,C,UN,T,TUL,0.347
396,2007,5,C,UN,T,V,0.878
397,2007,5,D,UN,T,AST,13.32
398,2007,5,D,UN,T,BOX,0.169
399,2007,5,D,UN,T,EV,0.995
400,2007,5,D,UN,T,F1,0.001
401,2007,5,D,UN,T,F15,0.04
402,2007,5,D,UN,T,F4,0.059
403,2007,5,D,UN,T,G2,0.134
404,2007,5,D,UN,T,J,0.269
405,2007,5,D,UN,T,LA,0.882
406,2007,5,D,UN,T,MERC,0.032
407,2007,5,D,UN,T,PAN,6.784
408,2007,5,D,UN,T,PASP,2.393
409,2007,5,D,UN,T,PL,0.068
410,2007,5,D,UN,T,PT,0.728
411,2007,5,D,UN,T,PV,0.164
412,2007,5,D,UN,T,S,5.628
413,2007,5,D,UN,T,SET,0.051
414,2007,5,D,UN,T,V,0.439
415,2007,5,E,UN,T,AST,6.39
416,2007,5,E,UN,T,BOX,0.134
417,2007,5,E,UN,T,ER,2.111
418,2007,5,E,UN,T,F17,0.028
419,2007,5,E,UN,T,F21,0.012
420,2007,5,E,UN,T,F6,0.096
421,2007,5,E,UN,T,G2,0.287
422,2007,5,E,UN,T,G5,0.087
423,2007,5,E,UN,T,G7,0.132
424,2007,5,E,UN,T,HPASP,0.078
425,2007,5,E,UN,T,HSOL,0.641
426,2007,5,E,UN,T,J,0.173
427,2007,5,E,UN,T,PAN,11.08
428,2007,5,E,UN,T,PASP,4.171
429,2007,5,E,UN,T,PC,1.91
430,2007,5,E,UN,T,PL,0.107
431,2007,5,E,UN,T,PT,1.276
432,2007,5,E,UN,T,PV,0.029
433,2007,5,E,UN,T,S,4.191
434,2007,5,E,UN,T,SET,0.042
435,2007,5,E,UN,T,V,2.485
436,2007,5,F,UN,T,API,3.1
437,2007,5,F,UN,T,BOX,0.117
438,2007,5,F,UN,T,ER,1.242
439,2007,5,F,UN,T,F17,0.042
440,2007,5,F,UN,T,F6,4.68
441,2007,5,F,UN,T,G7,0.033
442,2007,5,F,UN,T,HPASP,0.154
443,2007,5,F,UN,T,J,0.226
444,2007,5,F,UN,T,PAN,6.087
445,2007,5,F,UN,T,PASP,1.681
446,2007,5,F,UN,T,PC,0.64
447,2007,5,F,UN,T,PL,0.559
448,2007,5,F,UN,T,PT,1.54
449,2007,5,F,UN,T,PV,0.018
450,2007,5,F,UN,T,S,3.01
451,2007,5,F,UN,T,SET,0.045
452,2007,5,F,UN,T,STJ,0.021
453,2007,5,F,UN,T,V,2.448
454,2007,6,A,UN,T,AST2,53.97
455,2007,6,A,UN,T,BOX,0.186
456,2007,6,A,UN,T,EV,1.11
457,2007,6,A,UN,T,G3,0.932
458,2007,6,A,UN,T,G6,2.026
459,2007,6,A,UN,T,G7,0.197
460,2007,6,A,UN,T,J,0.036
461,2007,6,A,UN,T,MERC,0.086
462,2007,6,A,UN,T,PC,0.576
463,2007,6,A,UN,T,POLY,1.215
464,2007,6,A,UN,T,S,1.106
465,2007,6,A,UN,T,S2,0.394
466,2007,6,A,UN,T,SEN,17.3
467,2007,6,A,UN,T,STJ,0.398
468,2007,6,A,UN,T,V,0.206
469,2007,6,B,UN,T,DOCK,12.67
470,2007,6,B,UN,T,ER,0.498
471,2007,6,B,UN,T,G3,1.405
472,2007,6,B,UN,T,G7,0.577
473,2007,6,B,UN,T,J,0.157
474,2007,6,B,UN,T,LA,0.89
475,2007,6,B,UN,T,PAN,0.384
476,2007,6,B,UN,T,POLY,0.992
477,2007,6,B,UN,T,S,5.857
478,2007,6,B,UN,T,S2,0.272
479,2007,6,B,UN,T,SEN,14.59
480,2007,6,B,UN,T,STJ,0.66
481,2007,6,B,UN,T,V,2.444
482,2007,6,C,UN,T,BOX,0.189
483,2007,6,C,UN,T,F24,0.34
484,2007,6,C,UN,T,G3,3.58
485,2007,6,C,UN,T,MERC,2.546
486,2007,6,C,UN,T,POLY,3.129
487,2007,6,C,UN,T,S,3.602
488,2007,6,C,UN,T,STJ,2.75
489,2007,6,C,UN,T,V,0.012
490,2007,6,D,UN,T,BOX,1.555
491,2007,6,D,UN,T,ER,0.04
492,2007,6,D,UN,T,F1,0.017
493,2007,6,D,UN,T,G3,1.175
494,2007,6,D,UN,T,G5,4.859
495,2007,6,D,UN,T,G7,0.072
496,2007,6,D,UN,T,LA,1.084
497,2007,6,D,UN,T,MERC,0.297
498,2007,6,D,UN,T,POLY,4.098
499,2007,6,D,UN,T,S,0.051
500,2007,6,D,UN,T,SEN,8.15
501,2007,6,D,UN,T,SOL1,42.12
502,2007,6,D,UN,T,V,5.117
503,2007,6,E,UN,T,AST2,83.12
504,2007,6,E,UN,T,BOX,3.162
505,2007,6,E,UN,T,EV,0.085
506,2007,6,E,UN,T,F11,0.015
507,2007,6,E,UN,T,MERC,0.007
508,2007,6,E,UN,T,PASP,0.757
509,2007,6,E,UN,T,POLY,0.172
510,2007,6,E,UN,T,S,0.018
511,2007,6,E,UN,T,S2,0.121
512,2007,6,E,UN,T,V,12.17
513,2007,6,F,UN,T,AST ,43.73
514,2007,6,F,UN,T,BOX,1.897
515,2007,6,F,UN,T,F17,0.006
516,2007,6,F,UN,T,G7,0.047
517,2007,6,F,UN,T,J,0.739
518,2007,6,F,UN,T,POLY,0.234
519,2007,6,F,UN,T,S,1.559
520,2007,6,F,UN,T,S2,3
521,2007,6,F,UN,T,V,3.148
522,2007,7,A,UN,T,API,0.05
523,2007,7,A,UN,T,BOX,0.859
524,2007,7,A,UN,T,EV,8.77
525,2007,7,A,UN,T,F10,0.13
526,2007,7,A,UN,T,F16,0.34
527,2007,7,A,UN,T,G1,0.096
528,2007,7,A,UN,T,HPASP,0.277
529,2007,7,A,UN,T,OX,0.121
530,2007,7,A,UN,T,PAN,5.797
531,2007,7,A,UN,T,PASP,14.55
532,2007,7,A,UN,T,PT,4.996
533,2007,7,A,UN,T,S,4.552
534,2007,7,A,UN,T,TR,0.048
535,2007,7,A,UN,T,TUL,0.315
536,2007,7,A,UN,T,V,0.116
537,2007,7,B,UN,T,AST,7.09
538,2007,7,B,UN,T,BOX,0.072
539,2007,7,B,UN,T,ER,0.419
540,2007,7,B,UN,T,F1,0.003
541,2007,7,B,UN,T,F14,0.011
542,2007,7,B,UN,T,F4,0.108
543,2007,7,B,UN,T,G1,0.309
544,2007,7,B,UN,T,G5,0.26
545,2007,7,B,UN,T,HPASP,2.463
546,2007,7,B,UN,T,MERC,0.03
547,2007,7,B,UN,T,PAN,5.39
548,2007,7,B,UN,T,PASP,10.76
549,2007,7,B,UN,T,PLANT,0.275
550,2007,7,B,UN,T,PV,0.916
551,2007,7,B,UN,T,S,1.595
552,2007,7,B,UN,T,TR,0.014
553,2007,7,B,UN,T,TUL,0.015
554,2007,7,B,UN,T,V,0.561
555,2007,7,C,UN,T,AST,1.234
556,2007,7,C,UN,T,BOX,0.251
557,2007,7,C,UN,T,ER,2.273
558,2007,7,C,UN,T,F1,0.133
559,2007,7,C,UN,T,F2 ,0.056
560,2007,7,C,UN,T,F5,0.178
561,2007,7,C,UN,T,G12,1.244
562,2007,7,C,UN,T,G5,0.056
563,2007,7,C,UN,T,HPASP,2.83
564,2007,7,C,UN,T,MERC,0.015
565,2007,7,C,UN,T,PAN,3.76
566,2007,7,C,UN,T,PASP,7.181
567,2007,7,C,UN,T,PL,0.14
568,2007,7,C,UN,T,PT,6.397
569,2007,7,C,UN,T,S,4.496
570,2007,7,C,UN,T,TC,0.039
571,2007,7,C,UN,T,V,0.884
572,2007,7,D,UN,T,ER,2.776
573,2007,7,D,UN,T,EV,0.136
574,2007,7,D,UN,T,F16,0.483
575,2007,7,D,UN,T,G1,0.036
576,2007,7,D,UN,T,G12,0.075
577,2007,7,D,UN,T,G2,0.049
578,2007,7,D,UN,T,G8,7.15
579,2007,7,D,UN,T,HPASP,1.852
580,2007,7,D,UN,T,LA,0.665
581,2007,7,D,UN,T,MERC,0.047
582,2007,7,D,UN,T,PAN,1.678
583,2007,7,D,UN,T,PASP,6.331
584,2007,7,D,UN,T,PL,0.148
585,2007,7,D,UN,T,PT,4.129
586,2007,7,D,UN,T,PV,0.382
587,2007,7,D,UN,T,S,1.698
588,2007,7,D,UN,T,TR,0.011
589,2007,7,D,UN,T,V,0.724
590,2007,7,E,UN,T,ASC,1.649
591,2007,7,E,UN,T,EV,0.975
592,2007,7,E,UN,T,F21,0.045
593,2007,7,E,UN,T,G5,0.117
594,2007,7,E,UN,T,G7,1.636
595,2007,7,E,UN,T,HPASP,1.376
596,2007,7,E,UN,T,PAN,3.274
597,2007,7,E,UN,T,PASP,16.581
598,2007,7,E,UN,T,PL ,1.582
599,2007,7,E,UN,T,PLANT,0.049
600,2007,7,E,UN,T,PT,1.077
601,2007,7,E,UN,T,PV,0.931
602,2007,7,E,UN,T,S,1.546
603,2007,7,E,UN,T,TR,0.023
604,2007,7,E,UN,T,V,0.138
605,2007,7,F,UN,T,BOX,0.349
606,2007,7,F,UN,T,EV,0.615
607,2007,7,F,UN,T,F13,0.654
608,2007,7,F,UN,T,F2 ,0.066
609,2007,7,F,UN,T,F3,0.003
610,2007,7,F,UN,T,F5,0.054
611,2007,7,F,UN,T,G1,0.081
612,2007,7,F,UN,T,G5,0.1
613,2007,7,F,UN,T,HPASP,0.903
614,2007,7,F,UN,T,LA,3.609
615,2007,7,F,UN,T,MERC2,0.126
616,2007,7,F,UN,T,PAN,4.309
617,2007,7,F,UN,T,PASP,7.546
618,2007,7,F,UN,T,PC,1.521
619,2007,7,F,UN,T,PL,0.063
620,2007,7,F,UN,T,S,1.91
621,2007,7,F,UN,T,TC,0.684
622,2007,7,F,UN,T,V,0.746
623,2007,8,A,UN,T,BOX,0.139
624,2007,8,A,UN,T,ER,1.84
625,2007,8,A,UN,T,F3,0.051
626,2007,8,A,UN,T,G2,0.304
627,2007,8,A,UN,T,G5,0.283
628,2007,8,A,UN,T,HPASP,0.053
629,2007,8,A,UN,T,J,1.877
630,2007,8,A,UN,T,LA,2.454
631,2007,8,A,UN,T,MERC,0.003
632,2007,8,A,UN,T,PAN,2.782
633,2007,8,A,UN,T,PL,0.331
634,2007,8,A,UN,T,PT,0.181
635,2007,8,A,UN,T,S,4.946
636,2007,8,A,UN,T,S2,0.481
637,2007,8,A,UN,T,SOLAN,0.218
638,2007,8,A,UN,T,STJ,0.088
639,2007,8,A,UN,T,V,0.123
640,2007,8,B,UN,T,BOX,1.108
641,2007,8,B,UN,T,ER,6.021
642,2007,8,B,UN,T,EV,1.48
643,2007,8,B,UN,T,F21,0.006
644,2007,8,B,UN,T,F25,1.08
645,2007,8,B,UN,T,F3,0.103
646,2007,8,B,UN,T,G2,0.447
647,2007,8,B,UN,T,G5,0.007
648,2007,8,B,UN,T,G7,0.367
649,2007,8,B,UN,T,J,1.213
650,2007,8,B,UN,T,PAN,6.978
651,2007,8,B,UN,T,PASP,0.062
652,2007,8,B,UN,T,PL,0.181
653,2007,8,B,UN,T,PV,0.049
654,2007,8,B,UN,T,S,5.272
655,2007,8,B,UN,T,SOLAN,2.481
656,2007,8,B,UN,T,STJ,0.064
657,2007,8,B,UN,T,TUL,0.279
658,2007,8,B,UN,T,V,0.141
