code,year,plot ,quad,trt,tree,spp,mass
2029,2007,27,B,INV,S,G12,0.061
2030,2007,27,B,INV,S,G2,0.948
2031,2007,27,B,INV,S,G7,0.341
2032,2007,27,B,INV,S,LA,7.557
2033,2007,27,B,INV,S,M,18.1
2034,2007,27,B,INV,S,PAN,1.613
2035,2007,27,B,INV,S,PV,0.117
2036,2007,27,B,INV,S,S,1.927
2037,2007,27,B,INV,S,S2,0.139
2038,2007,27,B,INV,S,V,0.126
2039,2007,27,C,INV,S,ER,13.346
2040,2007,27,C,INV,S,F1,0.043
2041,2007,27,C,INV,S,G2,0.493
2042,2007,27,C,INV,S,HPASP,0.023
2043,2007,27,C,INV,S,J,0.109
2044,2007,27,C,INV,S,M,35.02
2045,2007,27,C,INV,S,MERC,0.059
2046,2007,27,C,INV,S,OX,0.02
2047,2007,27,C,INV,S,PAN,1.572
2048,2007,27,C,INV,S,PC,6.323
2049,2007,27,C,INV,S,PV,0.037
2050,2007,27,C,INV,S,S2,0.288
2051,2007,27,C,INV,S,STJ,0.07
2052,2007,27,C,INV,S,V,0.049
2053,2007,27,D,INV,S,EV,2.406
2054,2007,27,D,INV,S,G7,0.513
2055,2007,27,D,INV,S,G8,0.326
2056,2007,27,D,INV,S,J,2.737
2057,2007,27,D,INV,S,MERC,1.916
2058,2007,27,D,INV,S,PASP,2.552
2059,2007,27,D,INV,S,PC,0.182
2060,2007,27,E,INV,S,ER,7.02
2061,2007,27,E,INV,S,G8,6.035
2062,2007,27,E,INV,S,J,0.318
2063,2007,27,E,INV,S,M,1.653
2064,2007,27,E,INV,S,S,1.476
2065,2007,27,E,INV,S,SET,2.028
2066,2007,27,E,INV,S,STJ,0.009
2067,2007,27,F,INV,S,G8,8.32
2068,2007,27,F,INV,S,J,0.273
2069,2007,27,F,INV,S,M,10.535
2070,2007,27,F,INV,S,MERC,2.055
2071,2007,27,F,INV,S,S2,0.215
2072,2007,27,F,INV,S,SET,1.303
2073,2007,27,F,INV,S,STJ,0.078
2074,2007,28,A,INV,S,AMB,5.703
2075,2007,28,A,INV,S,EV,2.034
2076,2007,28,A,INV,S,G1,0.193
2077,2007,28,A,INV,S,HPOLY,0.074
2078,2007,28,A,INV,S,M,17.1
2079,2007,28,A,INV,S,PAN,0.792
2080,2007,28,A,INV,S,PL,0.18
2081,2007,28,A,INV,S,PV,0.202
2082,2007,28,A,INV,S,S,2.608
2083,2007,28,A,INV,S,SOL1,5.216
2084,2007,28,A,INV,S,V,0.063
2085,2007,28,B,INV,S,BOX,0.108
2086,2007,28,B,INV,S,EV,9.884
2087,2007,28,B,INV,S,F17,0.032
2088,2007,28,B,INV,S,G1,0.027
2089,2007,28,B,INV,S,M,35
2090,2007,28,B,INV,S,MERC,0.059
2091,2007,28,B,INV,S,S,2.393
2092,2007,28,B,INV,S,V,0.742
2093,2007,28,C,INV,S,G1,0.109
2094,2007,28,C,INV,S,G2,0.382
2095,2007,28,C,INV,S,G7,0.036
2096,2007,28,C,INV,S,HPASP,0.248
2097,2007,28,C,INV,S,LA,0.746
2098,2007,28,C,INV,S,M,29
2099,2007,28,C,INV,S,PAN,1.731
2100,2007,28,C,INV,S,PC,0.061
2101,2007,28,C,INV,S,PL,0.027
2102,2007,28,C,INV,S,S,10.302
2103,2007,28,C,INV,S,SASS,0.264
2104,2007,28,C,INV,S,SOLAN,0.568
2105,2007,28,C,INV,S,V,0.196
2106,2007,28,D,INV,S,EV,0.374
2107,2007,28,D,INV,S,F1,0.039
2108,2007,28,D,INV,S,F18,0.404
2109,2007,28,D,INV,S,F3,0.044
2110,2007,28,D,INV,S,G2,0.022
2111,2007,28,D,INV,S,G7,0.169
2112,2007,28,D,INV,S,HPASP,0.027
2113,2007,28,D,INV,S,J,0.551
2114,2007,28,D,INV,S,M,30.24
2115,2007,28,D,INV,S,MERC,0.159
2116,2007,28,D,INV,S,OX,0.026
2117,2007,28,D,INV,S,PAN,2.055
2118,2007,28,D,INV,S,PL,0.31
2119,2007,28,D,INV,S,POLY,0.014
2120,2007,28,D,INV,S,S,1.737
2121,2007,28,D,INV,S,S2,0.016
2122,2007,28,D,INV,S,V,0.122
2123,2007,28,F,INV,S,AMB,12.02
2124,2007,28,F,INV,S,EV,1.173
2125,2007,28,F,INV,S,EV,0.267
2126,2007,28,F,INV,S,F1,0.013
2127,2007,28,F,INV,S,F1,0.022
2128,2007,28,F,INV,S,F16,0.534
2129,2007,28,F,INV,S,G1,0.173
2130,2007,28,F,INV,S,G1,0.07
2131,2007,28,F,INV,S,G2,0.037
2132,2007,28,F,INV,S,GEUM,0.043
2133,2007,28,F,INV,S,M,33.23
2134,2007,28,F,INV,S,M,23.72
2135,2007,28,F,INV,S,MERC,0.016
2136,2007,28,F,INV,S,OX,0.025
2137,2007,28,F,INV,S,PAN,0.501
2138,2007,28,F,INV,S,PASP,1.699
2139,2007,28,F,INV,S,S,14.7
2140,2007,28,F,INV,S,S,2.518
2141,2007,28,F,INV,S,V,0.147
2142,2007,28,F,INV,S,V,0.04
2143,2007,29,A,INV,S,F1,0.006
2144,2007,29,A,INV,S,G1,0.087
2145,2007,29,A,INV,S,LA,0.164
2146,2007,29,A,INV,S,M,49.46
2147,2007,29,A,INV,S,MERC,0.017
2148,2007,29,A,INV,S,S,0.031
2149,2007,29,A,INV,S,V,1.108
2150,2007,29,B,INV,S,BOX,0.023
2151,2007,29,B,INV,S,M,29.48
2152,2007,29,B,INV,S,S,0.237
2153,2007,29,B,INV,S,V,0.049
2154,2007,29,C,INV,S,BOX,0.602
2155,2007,29,C,INV,S,EV,0.187
2156,2007,29,C,INV,S,G2,0.185
2157,2007,29,C,INV,S,G7,0.083
2158,2007,29,C,INV,S,J,0.269
2159,2007,29,C,INV,S,M,19.82
2160,2007,29,C,INV,S,MERC,0.037
2161,2007,29,C,INV,S,S,1.337
2162,2007,29,C,INV,S,V,0.229
2163,2007,29,D,INV,S,ASH,0.16
2164,2007,29,D,INV,S,BOX,1.19
2165,2007,29,D,INV,S,F11,0.01
2166,2007,29,D,INV,S,G1,0.019
2167,2007,29,D,INV,S,M,29.65
2168,2007,29,D,INV,S,PV,0.003
2169,2007,29,D,INV,S,ROSE,1.183
2170,2007,29,D,INV,S,S,0.704
2171,2007,29,D,INV,S,S2,0.075
2172,2007,29,D,INV,S,V,1.183
2173,2007,29,E,INV,S,ER,0.647
2174,2007,29,E,INV,S,EV,1.153
2175,2007,29,E,INV,S,EV,0.222
2176,2007,29,E,INV,S,F11,0.024
2177,2007,29,E,INV,S,F20,0.067
2178,2007,29,E,INV,S,F21,0.019
2179,2007,29,E,INV,S,G1,0.008
2180,2007,29,E,INV,S,G7,0.007
2181,2007,29,E,INV,S,J,0.614
2182,2007,29,E,INV,S,LA,0.25
2183,2007,29,E,INV,S,LN,0.076
2184,2007,29,E,INV,S,M,47.57
2185,2007,29,E,INV,S,M,38.69
2186,2007,29,E,INV,S,MERC,0.039
2187,2007,29,E,INV,S,S,0.674
2188,2007,29,E,INV,S,S,0.853
2189,2007,29,E,INV,S,V,1.083
2190,2007,29,E,INV,S,V,0.115
2191,2007,30,A,INV,S,G12,0.075
2192,2007,30,A,INV,S,G2,0.163
2193,2007,30,A,INV,S,LA,0.236
2194,2007,30,A,INV,S,M,19.164
2195,2007,30,A,INV,S,S,4.042
2196,2007,30,A,INV,S,V,2.313
2197,2007,30,B,INV,S,G1,0.062
2198,2007,30,B,INV,S,G2,0.15
2199,2007,30,B,INV,S,G7,0.892
2200,2007,30,B,INV,S,M,18.223
2201,2007,30,B,INV,S,MERC,0.003
2202,2007,30,B,INV,S,S,2.122
2203,2007,30,B,INV,S,S2,0.055
2204,2007,30,B,INV,S,V,0.185
2205,2007,30,C,INV,S,BOX,1.217
2206,2007,30,C,INV,S,G2,0.051
2207,2007,30,C,INV,S,G7,0.485
2208,2007,30,C,INV,S,J,0.059
2209,2007,30,C,INV,S,M,18.226
2210,2007,30,C,INV,S,PC,0.396
2211,2007,30,C,INV,S,S,1.485
2212,2007,30,C,INV,S,V,1.756
2213,2007,30,D,INV,S,G2,0.018
2214,2007,30,D,INV,S,G3,0.043
2215,2007,30,D,INV,S,M,24.52
2216,2007,30,D,INV,S,S,1.972
2217,2007,30,D,INV,S,V,1.681
2218,2007,30,E,INV,S,BOX,3.271
2219,2007,30,E,INV,S,G1,0.001
2220,2007,30,E,INV,S,LA,0.624
2221,2007,30,E,INV,S,M,5.3
2222,2007,30,E,INV,S,PQ,0.083
2223,2007,30,E,INV,S,S,0.835
2224,2007,30,E,INV,S,V,3.316
2225,2007,30,F,INV,S,G2,0.12
2226,2007,30,F,INV,S,M,28.82
2227,2007,30,F,INV,S,S,0.391
2228,2007,30,F,INV,S,V,2.507
2229,2007,31,A,INV,S,BOX,0.237
2230,2007,31,A,INV,S,EV,2.795
2231,2007,31,A,INV,S,F14,0.071
2232,2007,31,A,INV,S,F23,1.34
2233,2007,31,A,INV,S,J,0.189
2234,2007,31,A,INV,S,LN,0.031
2235,2007,31,A,INV,S,M,30.97
2236,2007,31,A,INV,S,OX,0.006
2237,2007,31,A,INV,S,PAN,0.221
2238,2007,31,A,INV,S,PT,0.288
2239,2007,31,A,INV,S,S,2.606
2240,2007,31,A,INV,S,S2,0.206
2241,2007,31,A,INV,S,V,0.026
2242,2007,31,B,INV,S,F23,0.2
2243,2007,31,B,INV,S,M,36.9
2244,2007,31,B,INV,S,PC,0.565
2245,2007,31,B,INV,S,S,0.095
2246,2007,31,B,INV,S,V,0.008
2247,2007,31,C,INV,S,ER,0.057
2248,2007,31,C,INV,S,F1,0.057
2249,2007,31,C,INV,S,G1,0.076
2250,2007,31,C,INV,S,G3,0.052
2251,2007,31,C,INV,S,G7,0.456
2252,2007,31,C,INV,S,M,47.58
2253,2007,31,C,INV,S,OX,0.019
2254,2007,31,C,INV,S,PL,1.036
2255,2007,31,C,INV,S,S,1.493
2256,2007,31,C,INV,S,S2,0.087
2257,2007,31,C,INV,S,SEN,0.436
2258,2007,31,C,INV,S,V,0.199
2259,2007,31,D,INV,S,BOX,0.455
2260,2007,31,D,INV,S,EV,0.997
2261,2007,31,D,INV,S,F1,0.016
2262,2007,31,D,INV,S,J,0.208
2263,2007,31,D,INV,S,M,41.62
2264,2007,31,D,INV,S,PL,0.129
2265,2007,31,D,INV,S,S,1.836
2266,2007,31,D,INV,S,V,0.12
2267,2007,31,E,INV,S,BOX,2.176
2268,2007,31,E,INV,S,ER,0.485
2269,2007,31,E,INV,S,ER,0.335
2270,2007,31,E,INV,S,G12,0.562
2271,2007,31,E,INV,S,G3,1.296
2272,2007,31,E,INV,S,G7,0.109
2273,2007,31,E,INV,S,G7,0.329
2274,2007,31,E,INV,S,J,0.249
2275,2007,31,E,INV,S,LN,0.046
2276,2007,31,E,INV,S,M,26.8
2277,2007,31,E,INV,S,MERC,0.029
2278,2007,31,E,INV,S,OX,0.299
2279,2007,31,E,INV,S,PAN,2.722
2280,2007,31,E,INV,S,PASP,2.102
2281,2007,31,E,INV,S,PT,0.226
2282,2007,31,E,INV,S,S,1.706
2283,2007,31,E,INV,S,S,4.198
2284,2007,31,E,INV,S,S2,0.211
2285,2007,31,E,INV,S,S2,0.596
2286,2007,31,E,INV,S,SEN,20.34
2287,2007,31,E,INV,S,V,1.701
2288,2007,31,E,INV,S,V,1.304
2289,2007,31,F,INV,S,BOX,0.3
2290,2007,31,F,INV,S,EV,0.191
2291,2007,31,F,INV,S,G1,0.009
2292,2007,31,F,INV,S,G3,0.032
2293,2007,31,F,INV,S,M,52.52
2294,2007,31,F,INV,S,OX,0.023
2295,2007,31,F,INV,S,PL,0.106
2296,2007,31,F,INV,S,S,0.188
2297,2007,31,F,INV,S,V,0.589
2298,2007,32,A,INV,S,BOX,0.668
2299,2007,32,A,INV,S,ER,0.21
2300,2007,32,A,INV,S,F15,0.812
2301,2007,32,A,INV,S,G5,0.093
2302,2007,32,A,INV,S,G7,0.406
2303,2007,32,A,INV,S,HAST,3.399
2304,2007,32,A,INV,S,HPASP,0.178
2305,2007,32,A,INV,S,J,0.068
2306,2007,32,A,INV,S,M,7.492
2307,2007,32,A,INV,S,PAN,1.604
2308,2007,32,A,INV,S,PV,0.12
2309,2007,32,A,INV,S,S,4.13
2310,2007,32,A,INV,S,SWT,0.154
2311,2007,32,A,INV,S,V,0.075
2312,2007,32,B,INV,S,AST2,2.079
2313,2007,32,B,INV,S,BOX,0.48
2314,2007,32,B,INV,S,EV,4.089
2315,2007,32,B,INV,S,F1,0.048
2316,2007,32,B,INV,S,F23,1.311
2317,2007,32,B,INV,S,G1 ,0.085
2318,2007,32,B,INV,S,G12,0.085
2319,2007,32,B,INV,S,G2,0.064
2320,2007,32,B,INV,S,HPASP,0.119
2321,2007,32,B,INV,S,M,6.753
2322,2007,32,B,INV,S,PAN,4.504
2323,2007,32,B,INV,S,PASP,1.386
2324,2007,32,B,INV,S,PL,0.218
2325,2007,32,B,INV,S,PT,1.143
2326,2007,32,B,INV,S,PV,0.327
2327,2007,32,B,INV,S,S,3.612
2328,2007,32,B,INV,S,SOL1,3.469
2329,2007,32,B,INV,S,V,0.875
2330,2007,32,C,INV,S,BOX,0.488
2331,2007,32,C,INV,S,ER,0.367
2332,2007,32,C,INV,S,F18,5.903
2333,2007,32,C,INV,S,F23,1.07
2334,2007,32,C,INV,S,G5,0.057
2335,2007,32,C,INV,S,HAST,11.429
2336,2007,32,C,INV,S,M,16.84
2337,2007,32,C,INV,S,PAN,7.136
2338,2007,32,C,INV,S,PC,0.299
2339,2007,32,C,INV,S,PT,1.625
2340,2007,32,C,INV,S,S,7.23
2341,2007,32,C,INV,S,S2,0.167
2342,2007,32,C,INV,S,SOLAN,0.444
2343,2007,32,C,INV,S,V,2.215
2344,2007,32,D,INV,S,AST2,0.799
2345,2007,32,D,INV,S,BOX,0.102
2346,2007,32,D,INV,S,ER,0.515
2347,2007,32,D,INV,S,G1,0.123
2348,2007,32,D,INV,S,G5,0.132
2349,2007,32,D,INV,S,HPASP,0.623
2350,2007,32,D,INV,S,LA,0.461
2351,2007,32,D,INV,S,LN,0.039
2352,2007,32,D,INV,S,M,11.11
2353,2007,32,D,INV,S,MERC,0.049
2354,2007,32,D,INV,S,PAN,4.458
2355,2007,32,D,INV,S,PASP,1.26
2356,2007,32,D,INV,S,PL,0.21
2357,2007,32,D,INV,S,PT,0.185
2358,2007,32,D,INV,S,PV,1.754
2359,2007,32,D,INV,S,S,4.679
2360,2007,32,D,INV,S,V,0.244
2361,2007,32,E,INV,S,AST2,3.06
2362,2007,32,E,INV,S,BOX,1.522
2363,2007,32,E,INV,S,G7,0.3
2364,2007,32,E,INV,S,HPOLY,1.208
2365,2007,32,E,INV,S,J,0.144
2366,2007,32,E,INV,S,LA,1.99
2367,2007,32,E,INV,S,M,22.95
2368,2007,32,E,INV,S,PAN,1.772
2369,2007,32,E,INV,S,S,6.942
2370,2007,32,E,INV,S,V,1.106
2371,2007,32,F,INV,S,AST2,39.76
2372,2007,32,F,INV,S,G1,0.073
2373,2007,32,F,INV,S,G7,0.057
2374,2007,32,F,INV,S,M,11.13
2375,2007,32,F,INV,S,PAN,1.942
2376,2007,32,F,INV,S,PT,2.052
2377,2007,32,F,INV,S,PV,0.56
2378,2007,32,F,INV,S,S,4.524
2379,2007,32,F,INV,S,V,2
